Q: http://ssd.jpl.nasa.gov/sbdb_query.cgi#x, alle Asteroiden aus dem Main-belt  mit Durchmesser größer 10 km 
name,diameter,e,a,orbital_period_in_years,albedo,period_of_rot_in_h,GM
"  1332 Marconia (1934 AA)",44.10,.1314877444651377,3.061554616763767,5.35699473397502,0.0756,19.16,
"  1334 Lundmarka (1934 OB)",29.82,.09502850145580181,2.912836281708245,4.97144129492525,0.0600,6.250,
"  1336 Zeelandia (1934 RW)",20.99,.06464951915641255,2.850553323118003,4.81284589952888,0.2183,15.602,
"  1337 Gerarda (1934 RA1)",38.86,.09760087204130866,2.91489705765635,4.97671802736924,0.0441,12.52,
"  1339 Desagneauxa (1934 XB)",22.96,.05768874902094143,3.019113588065297,5.24598907044967,0.1589,9.380,
"  1340 Yvette (1934 YA)",25.87,.1284579158535961,3.182988637411501,5.67885571715467,0.0958,3.525,
"  1341 Edmee (1935 BA)",27.49,.07984306661359501,2.740939630711935,4.53792598058787,0.1371,23.745,
"  1342 Brabantia (1935 CV)",18.00,.2032440056514216,2.289082309211856,3.46338136434112,0.1573,4.1754,
"  1343 Nicole (1935 FC)",24.41,.1144733315417213,2.567867467680036,4.11497413848465,0.1076,14.76,
"  1347 Patria (1931 VW)",32.40,.06869713361436762,2.570651624014221,4.12166831351082,0.0386,29.5,
"  1350 Rosselia (1934 TA)",23.35,.08982247715177782,2.857617405274248,4.83074736785188,0.1579,8.140,
"  1351 Uzbekistania (1934 TF)",64.91,.06380269738605207,3.197797046089007,5.71853189574004,0.0606,73.9,
"  1352 Wawel (1935 CE)",20.8,.0668213274829577,2.777992029472214,4.63025271721853,0.1491,16.97,
"  1353 Maartje (1935 CU)",33.75,.09578771698754891,3.010729446877789,5.22415191754026,0.1073,22.930,
"  1354 Botha (1935 GK)",48.75,.2171412252057149,3.123366470612124,5.5200449980709,0.0225,4.,
"  1356 Nyanza (1935 JH)",64.73,.04962374949279681,3.081948103020784,5.41060941988234,0.0462,12.422,
"  1357 Khama (1935 ND)",50.16,.1583273696990366,3.183426429576565,5.68002737262132,0.0272,15.6925,
"  1358 Gaika (1935 OB)",19.96,.1653035975576091,2.477173108778505,3.89890575532054,0.0585,,
"  1359 Prieska (1935 OC)",51.98,.06735269789460391,3.120356645406352,5.51206785186423,0.0413,,
"  1360 Tarka (1935 OD)",29.84,.2134784175915361,2.634650554986218,4.27654192322364,0.0790,8.87,
"  1361 Leuschneria (1935 QA)",30.25,.1290276744040124,3.081729759106898,5.41003444943819,0.0924,12.0893,
"  1366 Piccolo (1932 WA)",27.55,.1418077108587132,2.87246643489121,4.86844923889781,0.1538,16.57,
"  1368 Numidia (1935 HD)",19.29,.06201925515067792,2.524435964329025,4.01101919503763,0.2035,3.64,
"  1369 Ostanina (1935 QB)",41.24,.2102503117215124,3.119460027444943,5.50969222726986,0.0545,8.4001,
"  1372 Haremari (1935 QK)",23.85,.1479170554553069,2.766720691616853,4.60210135716554,0.0409,15.25,
"  1378 Leonce (1936 DB)",18.18,.1502255221370663,2.374997249319217,3.66018358271336,0.0773,4.3250,
"  1383 Limburgia (1934 RV)",22.32,.190790793433176,3.077729646444113,5.39950445897451,0.0891,5.,
"  1384 Kniertje (1934 RX)",27.51,.1827623825981842,2.675344470483333,4.37600455276998,0.3077,9.807,
"  1385 Gelria (1935 MJ)",22.19,.1064390267570005,2.741290896862347,4.53879834795507,0.1883,,
"  1388 Aphrodite (1935 SS)",25.22,.09192788803329084,3.020680704063019,5.25007411389792,0.1317,11.9432,
"  1392 Pierre (1936 FO)",26.44,.2016787858917836,2.609197289687336,4.21471856641224,0.0519,18.,
"  1396 Outeniqua (1936 PF)",10.95,.1650872364749349,2.248278068590453,3.37119006476094,0.2335,3.08158,
"  1398 Donnera (1936 QL)",29,.1051789121962322,3.157857224165478,5.61173220245602,0.1913,7.2311,
"  1403 Idelsonia (1936 QA)",32.80,.2940480888486555,2.716523007189282,4.47742462663624,0.0945,5.458,
"  1405 Sibelius (1936 RE)",12.18,.1465080121874406,2.251317175919657,3.37802787773143,0.1432,6.051,
"  1406 Komppa (1936 RF)",25.89,.09746860460372841,2.696432161362301,4.42784541117135,0.1517,3.508,
"  1407 Lindelof (1936 WC)",20.98,.2807128570429413,2.769210216320212,4.60831428387536,0.2309,31.151,
"  1408 Trusanda (1936 WF)",32.46,.09400882977789476,3.107404750347126,5.47778446774004,0.0668,,
"  1409 Isko (1937 AK)",35.54,.05519539243555872,2.678194510575155,4.38299904049454,0.0805,11.6426,
"  1410 Margret (1937 AL)",19.1,.103079420951535,3.024910556620974,5.26110547432638,0.1763,,
"  1411 Brauna (1937 AM)",31.17,.05633497758799214,3.003053769803211,5.20418665555083,0.0794,4.90,
"  1413 Roucarie (1937 CD)",21.45,.06480019746365817,3.023318748948352,5.25695316996042,0.1677,6.357,
"  1414 Jerome (1937 CE)",17.24,.1613839435580184,2.78549992518409,4.64903621181049,0.0652,,
"  1415 Malautra (1937 EA)",14.47,.0867758828081712,2.223719003955614,3.31610339791471,0.1123,12.,
"  1416 Renauxa (1937 EC)",28.95,.1048116504314497,3.022216256648019,5.25407790813641,0.1459,8.700,
"  1418 Fayeta (1903 RG)",10.01,.2029601075744034,2.242377377697659,3.35792705271244,0.2571,63.641,
"  1421 Esperanto (1936 FQ)",43.31,.08346479537516988,3.08845449724613,5.42775221236319,0.0714,21.982,
"  1423 Jose (1936 QM)",26.14,.07841133462766264,2.863125170952603,4.84472025350312,0.1632,12.307,
"  1424 Sundmania (1937 AJ)",70.75,.06154947748053341,3.187055788663712,5.68974366445871,0.0559,93.73,
"  1425 Tuorla (1937 GB)",14.94,.1005498439254666,2.61111062879124,4.21935543159367,0.2390,7.75,
"  1426 Riviera (1937 GF)",15.44,.1597213493913434,2.580947142917948,4.14645415379522,0.3546,4.4044,
"  1427 Ruvuma (1937 KB)",37.56,.2119415577364002,2.749257656828105,4.55859875078649,0.0657,4.797,
"  1428 Mombasa (1937 NO)",56.63,.1400930721710174,2.810259784946205,4.71116055615374,0.0240,16.67,
"  1434 Margot (1936 FD1)",29.65,.06501951630789699,3.018090399542229,5.243322469385,0.1353,8.17,
"  1435 Garlena (1936 WE)",17.61,.2509719173740244,2.64314464633087,4.29723988643138,0.0432,,
"  1436 Salonta (1936 YA)",62.90,.06317081800789882,3.149983983474399,5.59075834367003,0.0339,8.870,
"  1441 Bolyai (1937 WA)",14.76,.2379838303149214,2.633245040418148,4.27312025108796,0.0467,,
"  1444 Pannonia (1938 AE)",29.20,.139373025962423,3.151324167353219,5.59432666709748,0.4748,10.756,
"  1448 Lindbladia (1938 DF)",20.65,.1844651556087668,2.372995796814242,3.65555780471645,0.0378,10.969,
"  1450 Raimonda (1938 DP)",14.88,.1715069458911023,2.611808835047865,4.22104791673244,0.1387,12.66,
"  1458 Mineura (1937 RC)",17.19,.1805641912040948,2.627122357965844,4.25822546695551,0.1502,36.,
"  1459 Magnya (1937 VA)",29.90,.2332064601905912,3.144028977541398,5.57491194921918,0.2168,4.678,
"  1461 Jean-Jacques (1937 YL)",32.94,.04711703284153299,3.128348717423784,5.53325823681515,0.1613,16.56,
"  1462 Zamenhof (1938 CA)",25.82,.1096899459863537,3.147054404554416,5.58296079970784,0.1268,10.4,
"  1463 Nordenmarkia (1938 CB)",44.48,.1887925314931996,3.160063583112532,5.617614509884,0.0514,5.918,
"  1466 Mundleria (1938 KA)",21.51,.1566169598109703,2.377489060971035,3.66594540830304,0.0664,,
"  1469 Linzia (1938 QD)",58.99,.06689852474202831,3.12397394331599,5.52165549098001,0.0734,22.215,
"  1470 Carla (1938 SD)",36.97,.06879276858902884,3.158895587416406,5.61450029568894,0.0515,6.1514,
"  1471 Tornio (1938 SL1)",33.04,.1167523378009416,2.718582107606388,4.48251636361388,0.0849,6.60,
"  1473 Ounas (1938 UT)",17.58,.2376368264780671,2.574032425595346,4.12980192628804,0.1089,139.1,
"  1477 Bonsdorffia (1938 CC)",28.10,.2752715514391496,3.199184603023463,5.72225429392077,0.0517,7.8,
"  1481 Tubingia (1938 DR)",33.26,.04459096572071596,3.018144863465979,5.24346440012549,0.1167,24.,
"  1484 Postrema (1938 HC)",43.18,.2037340312151983,2.738991383149352,4.53308853438367,0.0137,12.1923,
"  1487 Boda (1938 WC)",29.16,.1208997770381341,3.137095814323589,5.55648155703661,0.1195,11.025,
"  1489 Attila (1939 GC)",30.27,.1437425217853665,3.196914476622458,5.7161646472929,0.0700,11.28,
"  1490 Limpopo (1936 LB)",18.58,.1554249869323504,2.352698974709081,3.60875789570484,0.0811,6.647,
"  1492 Oppolzer (1938 FL)",12.27,.116298225392652,2.173272309033611,3.20390346339576,0.0890,3.7702,
"  1493 Sigrid (1938 QB)",24.03,.2010219589554054,2.43123787783645,3.79096157258718,0.0489,43.296,
"  1495 Helsinki (1938 SW)",18.37,.1558817278324515,2.638001632264682,4.28470367648094,0.1200,5.33116,
"  1501 Baade (1938 UJ)",11.05,.2409114806091449,2.544346081666987,4.05856473811911,0.2093,15.132,
"  1502 Arenda (1938 WB)",33.22,.08753912853243688,2.732691340330209,4.51745747568039,0.0367,45.8,
"  1503 Kuopio (1938 XD)",18.43,.1047769715052405,2.625642775886799,4.25462865679962,0.2995,9.957,
"  1504 Lappeenranta (1939 FM)",12.70,.1574977178269157,2.398945415185012,3.71568382319667,0.1939,15.190,
"  1505 Koranna (1939 HH)",20.88,.1340219042892085,2.659319825352115,4.3367467247208,0.0929,4.451,
"  1510 Charlois (1939 DC)",23.80,.1470574464523286,2.672305210391473,4.36854979047841,0.1033,5.866,
"  1511 Dalera (1939 FB)",15.47,.1085751518501854,2.357683903871226,3.62023339364325,0.0614,3.880,
"  1516 Henry (1938 BG)",19.92,.1851276309178365,2.623002177257895,4.24821197578517,0.0536,17.370,
"  1517 Beograd (1938 FD)",36.16,.04498208619375255,2.71704995179661,4.47872746992191,0.0491,6.943,
"  1519 Kajaani (1938 UB)",26.37,.2411938075984428,3.124931788224704,5.52419518645265,0.0700,,
"  1520 Imatra (1938 UY)",53.61,.09781251629816029,3.108761170332519,5.4813715384822,0.0615,18.635,
"  1524 Joensuu (1939 SB)",42.79,.1219285346577979,3.109913909928931,5.48442058891026,0.0462,9.276,
"  1525 Savonlinna (1939 SC)",12.18,.2651064707624962,2.696086519039089,4.42699406299891,0.1306,14.634,
"  1532 Inari (1938 SM)",28.10,.05232447511737467,3.005212449652876,5.20979903831863,0.0562,25.,
"  1533 Saimaa (1939 BD)",26.13,.03700227205913614,3.011036619186939,5.22495143594573,0.1216,7.08,
"  1534 Nasi (1939 BK)",22.12,.2518820582414036,2.728962806132777,4.50821507731589,0.0754,7.94,
"  1535 Paijanne (1939 RC)",26.72,.1914311049337189,3.164601427136916,5.62971917509294,0.1299,8.8448,
"  1537 Transylvania (1940 QA)",13.77,.3009607985963075,3.049071475604841,5.32426434816596,0.1619,12.,
"  1540 Kevola (1938 WK)",44.18,.08460760368081424,2.848014975495575,4.80641874951857,0.0433,20.082,
"  1541 Estonia (1939 CK)",20.20,.06914263381416388,2.767591986072844,4.60427546589502,0.1434,10.1,
"  1542 Schalen (1941 QE)",45.19,.1158129802974452,3.092450088373578,5.43828859455715,0.0656,7.516,
"  1544 Vinterhansenia (1941 UK)",21.71,.1049639602410353,2.373741087790358,3.65728010116269,0.0784,13.77,
"  1545 Thernoe (1941 UW)",18.71,.2379732619229662,2.770302521605473,4.61104115291157,0.0962,17.20,
"  1548 Palomaa (1935 FK)",26.46,.07881278025310916,2.788788167803766,4.65727082145154,0.0634,7.4961,
"  1552 Bessel (1938 DE1)",18.56,.09613329896815263,3.014348268762993,5.23357369824387,0.2042,8.996,
"  1561 Fricke (1941 CG)",26.03,.1261253210868431,3.197234742662534,5.71702363458121,0.0597,15.15330,
"  1562 Gondolatsch (1943 EE)",11.52,.07825120936213759,2.226519107619722,3.32236881793607,0.2536,8.78,
"  1569 Evita (1948 PA)",33.92,.1335055063706389,3.147797222392831,5.58493758516238,0.0558,,
"  1571 Cesco (1950 FJ)",28.9,.1106927339612535,3.144158231070225,5.57525573634072,0.0530,,
"  1572 Posnania (1949 SC)",33.62,.207787610325104,3.105451658869033,5.47262086639862,0.1563,8.048,
"  1576 Fabiola (1948 SA)",27.25,.1669391401196282,3.144732969462342,5.57678450479537,0.0913,6.7,
"  1581 Abanderada (1950 LA1)",39.28,.1244621811531311,3.158220262305919,5.61269994635512,0.0523,,
"  1582 Martir (1950 LY)",36.79,.1285377276123267,3.157362026541516,5.61041225321071,0.0570,9.84,
"  1584 Fuji (1927 CR)",21.70,.194211828151435,2.376546964677354,3.6637666402822,0.2025,14.880,
"  1585 Union (1947 RG)",50.42,.3091083222442824,2.927284394263929,5.00847578588118,0.0378,9.38,
"  1586 Thiele (1939 CJ)",14,.1044703811930759,2.429850508385556,3.78771710568467,0.1575,3.086,
"  1590 Tsiolkovskaja (1933 NA)",13.27,.156662602264823,2.230066384088551,3.33031174566588,0.2095,6.731,
"  1591 Baize (1951 KA)",18.7,.1762683853342918,2.391163713956836,3.69761908499719,0.1056,7.78,
"  1592 Mathieu (1951 LA)",13.47,.3046148359608631,2.767187029196219,4.60326494945271,0.2232,28.46,
"  1594 Danjon (1949 WA)",11.56,.1949775469873982,2.269575340253344,3.41920475148994,0.1743,12.,
"  1595 Tanga (1930 ME)",22.21,.1105274067544789,2.644806211191635,4.30129259585245,0.0557,11.05,
"  1596 Itzigsohn (1951 EV)",49.64,.1303749118606288,2.888780548560864,4.90998345796572,0.0496,39.722,
"  1598 Paloque (1950 CA)",13.39,.08086601165406534,2.332215892445502,3.56173273607143,0.1299,5.949,
"  1599 Giomus (1950 WA)",39.54,.1437506627675245,3.129363467162618,5.53595070886379,0.0450,6.46,
"  1603 Neva (1926 VH)",36.03,.09514010200072216,2.753981623651219,4.57035315137063,0.0594,6.4249,
"  1604 Tombaugh (1931 FH)",32.33,.1013996424849632,3.02255464562541,5.25496035912557,0.1038,7.047,
"  1605 Milankovitch (1936 GA)",32.47,.07778129713453974,3.01288882965033,5.22977329586293,0.1529,11.60,
"  1607 Mavis (1950 RA)",11.97,.3051222233736646,2.549252390707435,4.07030970239758,0.2826,6.1339,
"  1609 Brenda (1951 NL)",29.64,.2482002936506708,2.58616986573842,4.15904646855163,0.1147,19.46,
"  1613 Smiley (1950 SD)",21.11,.2619704707154457,2.733291844162228,4.51894661178045,0.0883,80.61,
"  1614 Goldschmidt (1952 HA)",46.32,.07030662853140879,2.998254280345664,5.19171562181912,0.0432,8.873,
"  1615 Bardwell (1950 BW)",27.78,.1781621188643237,3.125381380196932,5.52538739958243,0.0642,18.,
"  1616 Filipoff (1950 EA)",24.31,.02023023172953083,2.910686591938086,4.96593888244398,0.0751,5.652,
"  1618 Dawn (1948 NF)",19.59,.02672528955796043,2.868756442257809,4.85902036762553,0.1157,43.19,
"  1624 Rabe (1931 TT1)",23.9,.09014366514247261,3.195123679980871,5.71136233484483,0.1028,,
"  1628 Strobel (1923 OG)",57.12,.06781033056402688,3.010946335130257,5.22471643733805,0.0532,9.52,
"  1630 Milet (1952 DA)",20.03,.1695362820666119,3.027795685001801,5.26863425075333,0.1459,32.55,
"  1632 Siebohme (1941 DF)",26.70,.1369364480715314,2.655214122916746,4.32670739967419,0.0748,56.65,
"  1633 Chimay (1929 EC)",36.12,.1241584994342806,3.194384254862974,5.70937983861811,0.0854,6.5911,
"  1637 Swings (1936 QO)",45.15,.04428414534645602,3.071418124281556,5.38290377351622,0.0415,,
"  1639 Bower (1951 RB)",36.41,.1508311453178147,2.57174519083579,4.12429865770037,0.0541,12.5,
"  1641 Tana (1935 OJ)",25.66,.1017712319896435,3.017349409621836,5.24139160743144,0.0739,7.95,
"  1645 Waterfield (1933 OJ)",30.58,.1094406886239987,3.06429523238739,5.36418948488642,0.0991,4.861,
"  1650 Heckmann (1937 TG)",29.07,.1624963547390727,2.435190062434761,3.80020912542443,0.0497,14.893,
"  1654 Bojeva (1931 TL)",26.98,.09039901345057232,3.014692946635724,5.23447137916239,0.1162,10.5559,
"  1655 Comas Sola (1929 WG)",30.57,.2358843099102376,2.779553784577782,4.63415787802743,0.0726,20.456,
"  1659 Punkaharju (1940 YL)",31.21,.257451157552207,2.789371710228081,4.65873266998844,0.1654,5.01,
"  1663 van den Bos (1926 PE)",12.13,.1802227889273752,2.23931358372637,3.35104742455489,0.1584,740.,
"  1669 Dagmar (1934 RS)",35.78,.1108208015495198,3.138551353962771,5.56034912326221,0.0565,12.,
"  1674 Groeneveld (1938 DS)",27.38,.1226270038685944,3.196819357195054,5.71590953524606,0.0888,8.1,
"  1675 Simonida (1938 FB)",11.08,.1247408688062991,2.233381705715191,3.3377410023604,0.2480,5.2885,
"  1678 Hveen (1940 YH)",39.86,.1109516551439991,3.15668961236317,5.60862009894511,0.0486,5.987,
"  1679 Nevanlinna (1941 FR)",51.16,.1533752765517929,3.116087806837864,5.50076045289734,0.0388,17.92,
"  1680 Per Brahe (1942 CH)",14.20,.1817409792847139,2.725621951923084,4.49993903260932,0.2903,3.428,
"  1684 Iguassu (1951 QE)",26.53,.1247902221492929,3.097183084759027,5.45077832546097,0.1202,9.1423,
"  1687 Glarona (1965 SC)",33.93,.1767383074240961,3.158719287964925,5.61403028038572,0.1219,6.3,
"  1690 Mayrhofer (1948 VB)",31.71,.09841465562127827,3.038409341047947,5.29636157491578,0.0767,22.194,
"  1692 Subbotina (1936 QD)",36.59,.1382316370659761,2.786607567556374,4.65180949211158,0.0479,9.2457,
"  1693 Hertzsprung (1935 LA)",38.67,.2733723073035175,2.796324298587578,4.67616155483786,0.0484,8.825,
"  1695 Walbeck (1941 UO)",19.62,.2918093107056734,2.78125171343479,4.6384047855444,0.0504,5.1607,
"  1698 Christophe (1934 CS)",24.98,.101538104373019,3.167896704693105,5.63851474519169,0.0938,,
"  1700 Zvezdara (1940 QC)",20.68,.2261702313005926,2.360536997967336,3.62680678799139,0.0425,9.114,
"  1701 Okavango (1953 NJ)",25,.1913698025223522,3.164286290435081,5.62887826968728,0.2141,13.204,
"  1702 Kalahari (A924 NC)",32.70,.1436597987961127,2.856811855576674,4.82870486236188,0.0640,21.153,
"  1705 Tapio (1941 SL1)",10.68,.2451408314012824,2.30039849679265,3.48909516485057,0.1175,54.8,
"  1708 Polit (1929 XA)",29.30,.3073733712962727,2.911551116503251,4.96815150210703,0.0392,7.520,
"  1712 Angola (1935 KC)",59.48,.1521948392738486,3.167047469016777,5.63624757517323,0.0600,11.527,
"  1714 Sy (1951 OA)",16.8,.1538136743295829,2.568233013918358,4.1158528443763,0.1088,,
"  1715 Salli (1938 GK)",23.10,.2408148457376977,2.398345228556131,3.71428948284918,0.0479,11.1667,
"  1716 Peter (1934 GF)",27.12,.09027784494161289,2.733649670745749,4.5198340319172,0.0661,11.514,
"  1719 Jens (1950 DP)",18.93,.2223979786644603,2.655904883237043,4.32839591443588,0.1489,5.87,
"  1721 Wells (1953 TD3)",40.03,.04571746606834933,3.147236043031377,5.58344415413956,0.0528,,
"  1723 Klemola (1936 FX)",31.30,.04251551493605879,3.012758723413444,5.22943454185509,0.1707,6.2545,
"  1724 Vladimir (1932 DC)",34.79,.05597999950244994,2.711442272180841,4.46486925643864,0.0441,12.582,
"  1726 Hoffmeister (1933 OE)",26.27,.04187161994084161,2.7869562097053,4.6526825254748,0.0370,11.7058,
"  1731 Smuts (1948 PH)",54.07,.1270505197178926,3.167777662424227,5.63819692456251,0.0604,12.5,
"  1732 Heike (1943 EY)",24.06,.1097933090665658,3.018469774321517,5.24431113103035,0.1108,4.742,
"  1734 Zhongolovich (1928 TJ)",28.47,.2314432236508598,2.777134488335061,4.62810890667231,0.0456,7.171,
"  1735 ITA (1948 RJ1)",62.34,.130227185712601,3.138526530322395,5.56028315596464,0.0790,12.599,
"  1737 Severny (1966 TJ)",21.6,.04897365043000122,3.011268262211272,5.22555439116514,0.1811,14.11,
"  1742 Schaifers (1934 RO)",20.11,.09566591322992134,2.888449226965105,4.90913877443167,0.1446,8.56,
"  1743 Schmidt (4109 P-L)",17.28,.13491257968111,2.473185599920619,3.88949543412064,0.0603,17.45,
"  1755 Lorbach (1936 VD)",27.90,.04804055290870295,3.090599308565642,5.4334072375403,0.1117,,
"  1760 Sandra (1950 GB)",35.89,.1287853518845234,3.146125553112258,5.58048927020943,0.0345,6.5668,
"  1764 Cogshall (1953 VM1)",26.21,.1208811812901367,3.092554452480638,5.43856389419274,0.0852,3.62417,
"  1765 Wrubel (1957 XB)",42.33,.1766108988192576,3.176983108419342,5.66279136158036,0.1061,5.260,
"  1768 Appenzella (1965 SA)",20.86,.1789303528204167,2.450054641271526,3.83505730258474,0.0338,5.1839,
"  1771 Makover (1968 BD)",56.72,.1757194709815373,3.123071224557056,5.51926231710341,0.0501,11.26,
"  1776 Kuiper (2520 P-L)",35.96,.01319408336060897,3.102612137268462,5.46511660900002,0.0544,,
"  1780 Kippes (A906 RA)",27.92,.05372095423260623,3.016689824587961,5.23967306871383,0.1212,18.0,
"  1783 Albitskij (1935 FJ)",21.36,.1314074772338238,2.662465505127481,4.34444383383779,0.0738,12.,
"  1784 Benguella (1935 MG)",16.68,.1329585162281569,2.405513656353027,3.73095441151847,0.0763,,
"  1791 Patsayev (1967 RE)",25.71,.1409965796082957,2.747688782186765,4.55469723419635,0.0509,,
"  1794 Finsen (1970 GA)",37.31,.1508532154074187,3.132276260991822,5.54368175461876,0.0469,12.346,
"  1795 Woltjer (4010 P-L)",27.09,.1903992135911584,2.786546837238997,4.65165742315994,0.0459,12.102,
"  1799 Koussevitzky (1950 OE)",23.26,.119244201433161,3.030088104754214,5.27461890509448,0.1426,6.318,
"  1801 Titicaca (1952 SP1)",23.18,.06864351121135105,3.019510639108407,5.24702397383421,0.1309,3.2106,
"  1805 Dirikis (1970 GD)",25.70,.1117000398772133,3.140881045125834,5.56654129521649,0.1065,23.0,
"  1808 Bellerophon (2517 P-L)",15.41,.1770485808438605,2.749000183783,4.55795838402152,0.1076,3.8197,
"  1812 Gilgamesh (4645 P-L)",19.18,.08394603272718185,3.004694784795202,5.20845297022236,0.1450,,
"  1813 Imhotep (7589 P-L)",24.73,.07945547363814212,2.683163689348418,4.39520316083295,0.0662,17.994,
"  1815 Beethoven (1932 CE1)",30.36,.1876441446329277,3.156972422701219,5.60937383694303,0.0548,54.,
"  1817 Katanga (1939 MB)",15.90,.1915304264423254,2.371257512554553,3.65154184642898,0.1331,8.481,
"  1819 Laputa (1948 PC)",48.92,.2274084857039654,3.13683128443486,5.5557787615776,0.0614,9.8004,
"  1826 Miller (1955 RC1)",24.41,.08483691647940325,2.994669339369556,5.18240699032513,0.1294,30.049,
"  1828 Kashirina (1966 PH)",27.85,.1069667150101468,3.061202161088888,5.35606968979559,0.0995,14.838,
"  1843 Jarmila (1972 AB)",25.74,.1688770253974769,2.653808737435182,4.3232727122289,0.0611,,
"  1846 Bengt (6553 P-L)",11.41,.1422008593973812,2.338221285681219,3.57549863737238,0.0781,,
"  1847 Stobbe (A916 CA)",23.90,.02111786114708978,2.610064583735868,4.21682019212439,0.1231,5.617,
"  1851 Lacroute (1950 VA)",16.89,.1928642090542413,3.103533138018896,5.46755024384984,0.0745,,
"  1852 Carpenter (1955 GA)",22.89,.05944326164646373,3.014905682827316,5.23502545606377,0.1224,,
"  1853 McElroy (1957 XE)",21.14,.04980049712029742,3.064099001625993,5.36367422670059,0.2494,8.016,
"  1878 Hughes (1933 QC)",17.8,.009913521023199217,2.845007049458439,4.79880632422722,0.1399,,
"  1880 McCrosky (1940 AN)",15.78,.07606074676129823,2.674543310566439,4.37403903935592,0.1025,,
"  1884 Skip (1943 EB1)",11.22,.2613944072900414,2.425566976893376,3.77770559298663,0.2934,3.079,
"  1889 Pakhmutova (1968 BE)",33.53,.1111655706674102,3.088557633583116,5.4280240974542,0.0752,17.490,
"  1895 Larink (1971 UZ)",17.51,.1487728115690624,3.192770615975446,5.705054256739,0.1099,,
"  1903 Adzhimushkaj (1972 JL)",36.5,.04505413698065359,3.002872278137449,5.20371488466026,0.0837,,
"  1904 Massevitch (1972 JM)",18.19,.07274877329732181,2.744566026396885,4.5469348020167,0.1613,5.394,
"  1908 Pobeda (1972 RL2)",21.77,.03468358837207634,2.89231315825658,4.9189926349321,0.0779,,
"  1909 Alekhin (1972 RW2)",17.42,.2259869602563672,2.423100505371783,3.77194493933395,0.0700,148.6,
"  1923 Osiris (4011 P-L)",13.11,.0635743233175972,2.435014740565906,3.79979873788373,0.0591,,
"  1924 Horus (4023 P-L)",12.28,.1313206867757722,2.339380714662564,3.57815838388141,0.0888,6.183,
"  1930 Lucifer (1964 UA)",27.00,.1419431043139961,2.900877160108208,4.94085615445111,0.1058,13.056,
"  1936 Lugano (1973 WD)",24.81,.1357967270384852,2.676730141109464,4.37940476130065,0.1042,19.651,
"  1937 Locarno (1973 YA)",13.11,.1557363136343444,2.377671540363814,3.66636747480528,0.1786,,
"  1939 Loretta (1974 UC)",29.96,.1269891146499364,3.125184330834039,5.52486486003946,0.0942,25.,
"  1940 Whipple (1975 CA)",33.87,.06404463980908204,3.061661984798122,5.35727653935303,0.0613,6.953,
"  1942 Jablunka (1972 SA)",14.02,.1840583320888401,2.319248786875961,3.53206924692929,0.0567,8.91158,
"  1947 Iso-Heikkila (1935 EA)",29.44,.03692502079348936,3.154525377132871,5.60285315923688,0.0976,5.0158,
"  1952 Hesburgh (1951 JC)",35.55,.139746010328474,3.114883519681966,5.4975719090493,0.1041,47.7,
"  1958 Chandra (1970 SB)",34.02,.1675703642993042,3.101857751713927,5.4631235040512,0.0801,7.070,
"  1960 Guisan (1973 UA)",24.55,.1218345125269612,2.526208912084485,4.0152454317279,0.0496,8.46,
"  1961 Dufour (1973 WA)",50.31,.123709499727408,3.193538248756458,5.70711186613852,0.0402,15.79,
"  1963 Bezovec (1975 CB)",44.67,.2104379769961965,2.422395385667675,3.77029861109018,0.0383,18.160,
"  1969 Alain (1935 CG)",24.37,.1582944369183422,3.087911561942315,5.42632101654253,0.0682,,
"  1970 Sumeria (1954 ER)",21.88,.1583099892044957,2.781354481257808,4.63866187293589,0.0585,,
"  1984 Fedynskij (1926 TN)",37.98,.09002758958649001,3.009786775998097,5.22169855675093,0.0445,,
"  1985 Hopmann (1929 AE)",35.51,.1538949553182787,3.122010857584355,5.51645164792864,0.0671,17.480,
"  1994 Shane (1961 TE)",25.15,.2064226431329372,2.682946692924347,4.39466998943753,0.0640,8.220,
"  1999 Hirayama (1973 DR)",33.95,.1144327317389998,3.113943243762935,5.49508280585001,0.0882,15.63,
"  2002 Euler (1973 QQ1)",17.44,.06906599425118416,2.417057024590997,3.75784226981146,0.0839,5.9929,
"  2007 McCuskey (1963 SQ)",21.88,.1152334119293709,2.38394753245199,3.6808934113961,0.0703,8.611,
"  2009 Voloshina (1968 UL)",34.82,.1426687192959171,3.114968189002552,5.49779606454594,0.0698,5.896,
"  2016 Heinemann (1938 SE)",21.85,.1917110008303985,3.130028853660636,5.53771643983062,0.1019,,
"  2020 Ukko (1936 FR)",21.52,.06887916649835588,3.020883597616885,5.25060307947861,0.1051,25.478,
"  2025 Nortia (1953 LG)",40.23,.1116449606189361,3.165671998236416,5.63257618148957,0.0689,,
"  2032 Ethel (1970 OH)",36.31,.1286611926112788,3.070952712944722,5.38168031446638,0.0233,,
"  2038 Bistro (1973 WF)",12.58,.09126080504585944,2.435096534305296,3.79999019608263,0.1342,17.051,
"  2039 Payne-Gaposchkin (1974 CA)",23,.1334381596897686,3.178558793907506,5.66700473829526,0.0253,27.6329,
"  2041 Lancelot (2523 P-L)",13.37,.1995171152374995,3.155749163906141,5.60611388552713,0.1303,,
"  2043 Ortutay (1936 TH)",44.69,.1108553913641747,3.106255314718104,5.47474538262919,0.0423,7.7475,
